07/01/2023 10:01:09:504  INFO - Node Entry | session id:sess4507194 | ELibrary:Start | Framework | Start |  |  | 
07/01/2023 10:01:10:054  INFO - Node Entry | session id:sess4507194 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
07/01/2023 10:01:10:087  INFO - Start | session id:sess4507194 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
07/01/2023 10:01:10:088  INFO - In Progress | session id:sess4507194 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
07/01/2023 10:01:16:359  INFO - Node Entry | session id:sess4507194 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
07/01/2023 10:01:29:391  INFO - Node Entry | session id:sess4507194 | ELibrary:Exist | Framework | Exist |  |  | undefined
07/01/2023 10:01:29:485  INFO - Node Entry | session id:sess4507194 | ELibrary:ExistUser-Begin | Framework | ExistUser-Begin |  |  | undefined
07/01/2023 10:01:29:547  INFO - Node Entry | session id:sess4507194 | ELibrary:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
07/01/2023 10:01:33:454  INFO - Node Entry | session id:sess4507194 | ELibrary:ExistUser-userIdVerify | Framework | ExistUser-userIdVerify | userId___utterance | 111111^0.949999988079071^0^0 | undefined
07/01/2023 10:06:08:844  INFO - Node Entry | session id:sess1735048 | ELibrary:Start | Framework | Start |  |  | 
07/01/2023 10:06:09:242  INFO - Node Entry | session id:sess1735048 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
07/01/2023 10:06:09:272  INFO - Start | session id:sess1735048 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
07/01/2023 10:06:09:272  INFO - In Progress | session id:sess1735048 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
07/01/2023 10:06:15:252  INFO - Node Entry | session id:sess1735048 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
07/01/2023 10:06:17:497  INFO - Node Entry | session id:sess1735048 | ELibrary:Exist | Framework | Exist |  |  | undefined
07/01/2023 10:06:17:561  INFO - Node Entry | session id:sess1735048 | ELibrary:ExistUser-Begin | Framework | ExistUser-Begin |  |  | undefined
07/01/2023 10:06:17:624  INFO - Node Entry | session id:sess1735048 | ELibrary:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
07/01/2023 10:06:21:357  INFO - Node Entry | session id:sess1735048 | ELibrary:ExistUser-userIdVerify | Framework | ExistUser-userIdVerify | userId___utterance | 111111^0.949999988079071^0^0 | undefined
07/01/2023 10:06:21:436  INFO - Node Entry | session id:sess1735048 | ELibrary:ExistUser-userIdCheck | Framework | ExistUser-userIdCheck |  |  | undefined
07/01/2023 10:06:21:499  INFO - Node Entry | session id:sess1735048 | ELibrary:ExistUser-userEventAnnounce | Framework | ExistUser-userEventAnnounce |  |  | undefined
07/01/2023 10:06:21:622  INFO - Node Entry | session id:sess1735048 | ELibrary:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
07/01/2023 10:12:59:534  INFO - Node Entry | session id:sess2696524 | ELibrary:Start | Framework | Start |  |  | 
07/01/2023 10:12:59:972  INFO - Node Entry | session id:sess2696524 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
07/01/2023 10:13:00:010  INFO - Start | session id:sess2696524 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
07/01/2023 10:13:00:010  INFO - In Progress | session id:sess2696524 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
07/01/2023 10:13:05:912  INFO - Node Entry | session id:sess2696524 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
07/01/2023 10:13:08:563  INFO - Node Entry | session id:sess2696524 | ELibrary:Exist | Framework | Exist |  |  | undefined
07/01/2023 10:13:08:641  INFO - Node Entry | session id:sess2696524 | ELibrary:ExistUser-Begin | Framework | ExistUser-Begin |  |  | undefined
07/01/2023 10:13:08:703  INFO - Node Entry | session id:sess2696524 | ELibrary:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
07/01/2023 10:13:13:993  INFO - Node Entry | session id:sess2696524 | ELibrary:ExistUser-userIdVerify | Framework | ExistUser-userIdVerify | userId___utterance | 111111^0.949999988079071^0^0 | undefined
07/01/2023 10:13:14:103  INFO - Node Entry | session id:sess2696524 | ELibrary:ExistUser-userIdCheck | Framework | ExistUser-userIdCheck |  |  | undefined
07/01/2023 10:13:14:166  INFO - Node Entry | session id:sess2696524 | ELibrary:ExistUser-userEventAnnounce | Framework | ExistUser-userEventAnnounce |  |  | undefined
07/01/2023 10:13:14:245  INFO - Node Entry | session id:sess2696524 | ELibrary:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
07/01/2023 10:13:22:981  INFO - Node Entry | session id:sess2696524 | ELibrary:ExistUser-userIdVerify | Framework | ExistUser-userIdVerify | userId___utterance | 111111^0.949999988079071^0^0 | undefined
07/01/2023 10:13:23:044  INFO - Node Entry | session id:sess2696524 | ELibrary:ExistUser-userIdCheck | Framework | ExistUser-userIdCheck |  |  | undefined
07/01/2023 10:13:23:106  INFO - Node Entry | session id:sess2696524 | ELibrary:ExistUser-userEventAnnounce | Framework | ExistUser-userEventAnnounce |  |  | undefined
07/01/2023 10:13:23:185  INFO - Node Entry | session id:sess2696524 | ELibrary:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
07/01/2023 10:18:47:605  INFO - Node Entry | session id:sess6788817 | ELibrary:Start | Framework | Start |  |  | 
07/01/2023 10:18:47:947  INFO - Node Entry | session id:sess6788817 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
07/01/2023 10:18:47:970  INFO - Start | session id:sess6788817 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
07/01/2023 10:18:47:970  INFO - In Progress | session id:sess6788817 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
07/01/2023 10:18:53:880  INFO - Node Entry | session id:sess6788817 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
07/01/2023 10:19:02:835  INFO - Node Entry | session id:sess6788817 | ELibrary:Exist | Framework | Exist |  |  | undefined
07/01/2023 10:19:02:913  INFO - Node Entry | session id:sess6788817 | ELibrary:ExistUser-Begin | Framework | ExistUser-Begin |  |  | undefined
07/01/2023 10:19:02:976  INFO - Node Entry | session id:sess6788817 | ELibrary:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
07/01/2023 10:19:06:600  INFO - Node Entry | session id:sess6788817 | ELibrary:ExistUser-userIdVerify | Framework | ExistUser-userIdVerify | userId___utterance | 111111^0.949999988079071^0^0 | undefined
07/01/2023 10:19:06:710  INFO - Node Entry | session id:sess6788817 | ELibrary:ExistUser-userIdCheck | Framework | ExistUser-userIdCheck |  |  | undefined
07/01/2023 10:19:06:772  INFO - Node Entry | session id:sess6788817 | ELibrary:ExistUser-userEventAnnounce | Framework | ExistUser-userEventAnnounce |  |  | undefined
07/01/2023 10:19:06:851  INFO - Node Entry | session id:sess6788817 | ELibrary:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
07/01/2023 10:19:24:746  INFO - Node Entry | session id:sess6788817 | ELibrary:hangupData | Framework | hangupData |  |  | undefined
07/01/2023 10:19:24:816  INFO - Node Entry | session id:sess6788817 | ELibrary:Exit | Framework | Exit |  |  | undefined
07/01/2023 10:19:24:817  INFO - End | session id:sess6788817 | ELibrary:Exit | CallEnd | Call End here |  |  | undefined
07/01/2023 10:19:24:818  INFO - Application Exit | session id:sess6788817 | ELibrary:Exit | Framework | Application Exiting |  |  | undefined
07/01/2023 10:23:51:917  INFO - Node Entry | session id:sess8816913 | ELibrary:Start | Framework | Start |  |  | 
07/01/2023 10:23:52:243  INFO - Node Entry | session id:sess8816913 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
07/01/2023 10:23:52:265  INFO - Start | session id:sess8816913 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
07/01/2023 10:23:52:265  INFO - In Progress | session id:sess8816913 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
07/01/2023 10:23:58:077  INFO - Node Entry | session id:sess8816913 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
07/01/2023 10:24:00:292  INFO - Node Entry | session id:sess8816913 | ELibrary:Exist | Framework | Exist |  |  | undefined
07/01/2023 10:24:00:354  INFO - Node Entry | session id:sess8816913 | ELibrary:ExistUser-Begin | Framework | ExistUser-Begin |  |  | undefined
07/01/2023 10:24:00:416  INFO - Node Entry | session id:sess8816913 | ELibrary:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
07/01/2023 10:24:35:355  INFO - Node Entry | session id:sess8816913 | ELibrary:ExistUser-userIdVerify | Framework | ExistUser-userIdVerify | userId___utterance | 111111^0.949999988079071^0^1 | undefined
07/01/2023 10:24:35:473  INFO - Node Entry | session id:sess8816913 | ELibrary:ExistUser-userIdCheck | Framework | ExistUser-userIdCheck |  |  | undefined
07/01/2023 10:24:35:536  INFO - Node Entry | session id:sess8816913 | ELibrary:ExistUser-userEventAnnounce | Framework | ExistUser-userEventAnnounce |  |  | undefined
07/01/2023 10:24:35:629  INFO - Node Entry | session id:sess8816913 | ELibrary:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
07/01/2023 10:25:58:144  INFO - Node Entry | session id:sess8816913 | ELibrary:hangupData | Framework | hangupData |  |  | undefined
07/01/2023 10:25:58:207  INFO - Node Entry | session id:sess8816913 | ELibrary:Exit | Framework | Exit |  |  | undefined
07/01/2023 10:25:58:208  INFO - End | session id:sess8816913 | ELibrary:Exit | CallEnd | Call End here |  |  | undefined
07/01/2023 10:25:58:209  INFO - Application Exit | session id:sess8816913 | ELibrary:Exit | Framework | Application Exiting |  |  | undefined
07/01/2023 10:31:52:297  INFO - Node Entry | session id:sess380372 | ELibrary:Start | Framework | Start |  |  | 
